journal	category
ANNUAL REVIEW OF EARTH AND PLANETARY SCIENCES	ASTRONOMY & ASTROPHYSICS
ASTROBIOLOGY	ASTRONOMY & ASTROPHYSICS
ASTRONOMICAL JOURNAL	ASTRONOMY & ASTROPHYSICS
ASTRONOMISCHE NACHRICHTEN	ASTRONOMY & ASTROPHYSICS
ASTRONOMY & ASTROPHYSICS	ASTRONOMY & ASTROPHYSICS
ASTRONOMY & GEOPHYSICS	ASTRONOMY & ASTROPHYSICS
ASTRONOMY AND ASTROPHYSICS REVIEW	ASTRONOMY & ASTROPHYSICS
ASTRONOMY AND COMPUTING	ASTRONOMY & ASTROPHYSICS
ASTRONOMY LETTERS-A JOURNAL OF ASTRONOMY AND SPACE ASTROPHYSICS	ASTRONOMY & ASTROPHYSICS
ASTRONOMY REPORTS	ASTRONOMY & ASTROPHYSICS
ASTROPARTICLE PHYSICS	ASTRONOMY & ASTROPHYSICS
ASTROPHYSICAL BULLETIN	ASTRONOMY & ASTROPHYSICS
ASTROPHYSICAL JOURNAL	ASTRONOMY & ASTROPHYSICS
ASTROPHYSICAL JOURNAL LETTERS	ASTRONOMY & ASTROPHYSICS
ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES	ASTRONOMY & ASTROPHYSICS
ASTROPHYSICS	ASTRONOMY & ASTROPHYSICS
ASTROPHYSICS AND SPACE SCIENCE	ASTRONOMY & ASTROPHYSICS
CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY	ASTRONOMY & ASTROPHYSICS
CLASSICAL AND QUANTUM GRAVITY	ASTRONOMY & ASTROPHYSICS
COMPTES RENDUS PHYSIQUE	ASTRONOMY & ASTROPHYSICS
CONTRIBUTIONS OF THE ASTRONOMICAL OBSERVATORY SKALNATE PLESO	ASTRONOMY & ASTROPHYSICS
COSMIC RESEARCH	ASTRONOMY & ASTROPHYSICS
EARTH AND SPACE SCIENCE	ASTRONOMY & ASTROPHYSICS
EARTH MOON AND PLANETS	ASTRONOMY & ASTROPHYSICS
EXPERIMENTAL ASTRONOMY	ASTRONOMY & ASTROPHYSICS
GENERAL RELATIVITY AND GRAVITATION	ASTRONOMY & ASTROPHYSICS
GEOPHYSICAL AND ASTROPHYSICAL FLUID DYNAMICS	ASTRONOMY & ASTROPHYSICS
GRAVITATION & COSMOLOGY	ASTRONOMY & ASTROPHYSICS
ICARUS	ASTRONOMY & ASTROPHYSICS
INTERNATIONAL JOURNAL OF ASTROBIOLOGY	ASTRONOMY & ASTROPHYSICS
INTERNATIONAL JOURNAL OF MODERN PHYSICS D	ASTRONOMY & ASTROPHYSICS
JOURNAL OF ASTROPHYSICS AND ASTRONOMY	ASTRONOMY & ASTROPHYSICS
JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS	ASTRONOMY & ASTROPHYSICS
JOURNAL OF GEOPHYSICAL RESEARCH-SPACE PHYSICS	ASTRONOMY & ASTROPHYSICS
JOURNAL OF HIGH ENERGY ASTROPHYSICS	ASTRONOMY & ASTROPHYSICS
JOURNAL OF SPACE WEATHER AND SPACE CLIMATE	ASTRONOMY & ASTROPHYSICS
JOURNAL OF THE KOREAN ASTRONOMICAL SOCIETY	ASTRONOMY & ASTROPHYSICS
KINEMATICS AND PHYSICS OF CELESTIAL BODIES	ASTRONOMY & ASTROPHYSICS
LIVING REVIEWS IN SOLAR PHYSICS	ASTRONOMY & ASTROPHYSICS
MODERN PHYSICS LETTERS A	ASTRONOMY & ASTROPHYSICS
MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY	ASTRONOMY & ASTROPHYSICS
NATURE ASTRONOMY	ASTRONOMY & ASTROPHYSICS
NEW ASTRONOMY	ASTRONOMY & ASTROPHYSICS
NEW ASTRONOMY REVIEWS	ASTRONOMY & ASTROPHYSICS
OBSERVATORY	ASTRONOMY & ASTROPHYSICS
OPEN ASTRONOMY	ASTRONOMY & ASTROPHYSICS
PHYSICAL REVIEW D	ASTRONOMY & ASTROPHYSICS
PHYSICS LETTERS B	ASTRONOMY & ASTROPHYSICS
PHYSICS OF THE DARK UNIVERSE	ASTRONOMY & ASTROPHYSICS
PLANETARY AND SPACE SCIENCE	ASTRONOMY & ASTROPHYSICS
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF AUSTRALIA	ASTRONOMY & ASTROPHYSICS
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF JAPAN	ASTRONOMY & ASTROPHYSICS
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC	ASTRONOMY & ASTROPHYSICS
RADIO SCIENCE	ASTRONOMY & ASTROPHYSICS
RESEARCH IN ASTRONOMY AND ASTROPHYSICS	ASTRONOMY & ASTROPHYSICS
REVISTA MEXICANA DE ASTRONOMIA Y ASTROFISICA	ASTRONOMY & ASTROPHYSICS
SERBIAN ASTRONOMICAL JOURNAL	ASTRONOMY & ASTROPHYSICS
SOLAR PHYSICS	ASTRONOMY & ASTROPHYSICS
SOLAR SYSTEM RESEARCH	ASTRONOMY & ASTROPHYSICS
SPACE SCIENCE REVIEWS	ASTRONOMY & ASTROPHYSICS
SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS	ASTRONOMY & ASTROPHYSICS
AMERICAN JOURNAL OF AUDIOLOGY	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
AUDIOLOGY AND NEURO-OTOLOGY	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
AUGMENTATIVE AND ALTERNATIVE COMMUNICATION	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
BRAIN AND LANGUAGE	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
CLINICAL LINGUISTICS & PHONETICS	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
EAR AND HEARING	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
FOLIA PHONIATRICA ET LOGOPAEDICA	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
HEARING RESEARCH	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
INTERNATIONAL JOURNAL OF AUDIOLOGY	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
INTERNATIONAL JOURNAL OF LANGUAGE & COMMUNICATION DISORDERS	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
INTERNATIONAL JOURNAL OF SPEECH-LANGUAGE PATHOLOGY	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
JOURNAL OF COMMUNICATION DISORDERS	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
JOURNAL OF FLUENCY DISORDERS	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
JOURNAL OF THE AMERICAN ACADEMY OF AUDIOLOGY	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
LANGUAGE AND SPEECH	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
LANGUAGE COGNITION AND NEUROSCIENCE	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
LANGUAGE SPEECH AND HEARING SERVICES IN SCHOOLS	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
LOGOPEDICS PHONIATRICS VOCOLOGY	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
NOISE & HEALTH	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
PHONETICA	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
SEMINARS IN SPEECH AND LANGUAGE	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
TRENDS IN HEARING	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY
ANNUAL REVIEWS IN CONTROL	AUTOMATION & CONTROL SYSTEMS
ARCHIVES OF CONTROL SCIENCES	AUTOMATION & CONTROL SYSTEMS
ASIAN JOURNAL OF CONTROL	AUTOMATION & CONTROL SYSTEMS
ASSEMBLY AUTOMATION	AUTOMATION & CONTROL SYSTEMS
AT-AUTOMATISIERUNGSTECHNIK	AUTOMATION & CONTROL SYSTEMS
AUTOMATICA	AUTOMATION & CONTROL SYSTEMS
AUTOMATIKA	AUTOMATION & CONTROL SYSTEMS
AUTOMATION AND REMOTE CONTROL	AUTOMATION & CONTROL SYSTEMS
AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS	AUTOMATION & CONTROL SYSTEMS
CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS	AUTOMATION & CONTROL SYSTEMS
CONTROL ENGINEERING AND APPLIED INFORMATICS	AUTOMATION & CONTROL SYSTEMS
CONTROL ENGINEERING PRACTICE	AUTOMATION & CONTROL SYSTEMS
DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS	AUTOMATION & CONTROL SYSTEMS
ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE	AUTOMATION & CONTROL SYSTEMS
ESAIM-CONTROL OPTIMISATION AND CALCULUS OF VARIATIONS	AUTOMATION & CONTROL SYSTEMS
EUROPEAN JOURNAL OF CONTROL	AUTOMATION & CONTROL SYSTEMS
IEEE CONTROL SYSTEMS MAGAZINE	AUTOMATION & CONTROL SYSTEMS
IEEE ROBOTICS & AUTOMATION MAGAZINE	AUTOMATION & CONTROL SYSTEMS
IEEE TRANSACTIONS ON AUTOMATIC CONTROL	AUTOMATION & CONTROL SYSTEMS
IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING	AUTOMATION & CONTROL SYSTEMS
IEEE TRANSACTIONS ON CONTROL SYSTEMS TECHNOLOGY	AUTOMATION & CONTROL SYSTEMS
IEEE TRANSACTIONS ON CYBERNETICS	AUTOMATION & CONTROL SYSTEMS
IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS	AUTOMATION & CONTROL SYSTEMS
IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS	AUTOMATION & CONTROL SYSTEMS
IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS	AUTOMATION & CONTROL SYSTEMS
IEEE-ASME TRANSACTIONS ON MECHATRONICS	AUTOMATION & CONTROL SYSTEMS
IET CONTROL THEORY AND APPLICATIONS	AUTOMATION & CONTROL SYSTEMS
IMA JOURNAL OF MATHEMATICAL CONTROL AND INFORMATION	AUTOMATION & CONTROL SYSTEMS
INFORMATION TECHNOLOGY AND CONTROL	AUTOMATION & CONTROL SYSTEMS
INTELLIGENT AUTOMATION AND SOFT COMPUTING	AUTOMATION & CONTROL SYSTEMS
INTERNATIONAL JOURNAL OF ADAPTIVE CONTROL AND SIGNAL PROCESSING	AUTOMATION & CONTROL SYSTEMS
INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY	AUTOMATION & CONTROL SYSTEMS
INTERNATIONAL JOURNAL OF APPLIED MATHEMATICS AND COMPUTER SCIENCE	AUTOMATION & CONTROL SYSTEMS
INTERNATIONAL JOURNAL OF COMPUTERS COMMUNICATIONS & CONTROL	AUTOMATION & CONTROL SYSTEMS
INTERNATIONAL JOURNAL OF CONTROL	AUTOMATION & CONTROL SYSTEMS
INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS	AUTOMATION & CONTROL SYSTEMS
INTERNATIONAL JOURNAL OF FUZZY SYSTEMS	AUTOMATION & CONTROL SYSTEMS
INTERNATIONAL JOURNAL OF ROBOTICS & AUTOMATION	AUTOMATION & CONTROL SYSTEMS
INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL	AUTOMATION & CONTROL SYSTEMS
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE	AUTOMATION & CONTROL SYSTEMS
ISA TRANSACTIONS	AUTOMATION & CONTROL SYSTEMS
JOURNAL OF CHEMOMETRICS	AUTOMATION & CONTROL SYSTEMS
JOURNAL OF DYNAMIC SYSTEMS MEASUREMENT AND CONTROL-TRANSACTIONS OF THE ASME	AUTOMATION & CONTROL SYSTEMS
JOURNAL OF DYNAMICAL AND CONTROL SYSTEMS	AUTOMATION & CONTROL SYSTEMS
JOURNAL OF MACHINE LEARNING RESEARCH	AUTOMATION & CONTROL SYSTEMS
JOURNAL OF PROCESS CONTROL	AUTOMATION & CONTROL SYSTEMS
JOURNAL OF SYSTEMS ENGINEERING AND ELECTRONICS	AUTOMATION & CONTROL SYSTEMS
JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS	AUTOMATION & CONTROL SYSTEMS
MATHEMATICS OF CONTROL SIGNALS AND SYSTEMS	AUTOMATION & CONTROL SYSTEMS
MEASUREMENT & CONTROL	AUTOMATION & CONTROL SYSTEMS
MECHATRONICS	AUTOMATION & CONTROL SYSTEMS
MODELING IDENTIFICATION AND CONTROL	AUTOMATION & CONTROL SYSTEMS
NONLINEAR ANALYSIS-HYBRID SYSTEMS	AUTOMATION & CONTROL SYSTEMS
OPTIMAL CONTROL APPLICATIONS & METHODS	AUTOMATION & CONTROL SYSTEMS
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART I-JOURNAL OF SY STEMS AND CONTROL ENGINEERING	AUTOMATION & CONTROL SYSTEMS
REVISTA IBEROAMERICANA DE AUTOMATICA E INFORMATICA INDUSTRIAL	AUTOMATION & CONTROL SYSTEMS
ROBOTICS AND AUTONOMOUS SYSTEMS	AUTOMATION & CONTROL SYSTEMS
SIAM JOURNAL ON CONTROL AND OPTIMIZATION	AUTOMATION & CONTROL SYSTEMS
STUDIES IN INFORMATICS AND CONTROL	AUTOMATION & CONTROL SYSTEMS
SYSTEMS & CONTROL LETTERS	AUTOMATION & CONTROL SYSTEMS
TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL	AUTOMATION & CONTROL SYSTEMS
ACTA ETHOLOGICA	BEHAVIORAL SCIENCES
ADVANCES IN THE STUDY OF BEHAVIOR	BEHAVIORAL SCIENCES
AGGRESSIVE BEHAVIOR	BEHAVIORAL SCIENCES
ANIMAL BEHAVIOUR	BEHAVIORAL SCIENCES
ANIMAL COGNITION	BEHAVIORAL SCIENCES
APPETITE	BEHAVIORAL SCIENCES
APPLIED ANIMAL BEHAVIOUR SCIENCE	BEHAVIORAL SCIENCES
AUTISM RESEARCH	BEHAVIORAL SCIENCES
BEHAVIOR GENETICS	BEHAVIORAL SCIENCES
BEHAVIORAL AND BRAIN FUNCTIONS	BEHAVIORAL SCIENCES
BEHAVIORAL AND BRAIN SCIENCES	BEHAVIORAL SCIENCES
BEHAVIORAL ECOLOGY	BEHAVIORAL SCIENCES
BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY	BEHAVIORAL SCIENCES
BEHAVIORAL MEDICINE	BEHAVIORAL SCIENCES
BEHAVIORAL NEUROSCIENCE	BEHAVIORAL SCIENCES
BEHAVIOUR	BEHAVIORAL SCIENCES
BEHAVIOURAL BRAIN RESEARCH	BEHAVIORAL SCIENCES
BEHAVIOURAL PHARMACOLOGY	BEHAVIORAL SCIENCES
BEHAVIOURAL PROCESSES	BEHAVIORAL SCIENCES
BIOLOGICAL PSYCHOLOGY	BEHAVIORAL SCIENCES
BRAIN AND BEHAVIOR	BEHAVIORAL SCIENCES
BRAIN BEHAVIOR AND EVOLUTION	BEHAVIORAL SCIENCES
CHEMICAL SENSES	BEHAVIORAL SCIENCES
COGNITIVE AFFECTIVE & BEHAVIORAL NEUROSCIENCE	BEHAVIORAL SCIENCES
COGNITIVE AND BEHAVIORAL NEUROLOGY	BEHAVIORAL SCIENCES
CORTEX	BEHAVIORAL SCIENCES
EPILEPSY & BEHAVIOR	BEHAVIORAL SCIENCES
ETHOLOGY	BEHAVIORAL SCIENCES
ETHOLOGY ECOLOGY & EVOLUTION	BEHAVIORAL SCIENCES
EVOLUTION AND HUMAN BEHAVIOR	BEHAVIORAL SCIENCES
FRONTIERS IN BEHAVIORAL NEUROSCIENCE	BEHAVIORAL SCIENCES
GENES BRAIN AND BEHAVIOR	BEHAVIORAL SCIENCES
HORMONES AND BEHAVIOR	BEHAVIORAL SCIENCES
HUMAN FACTORS	BEHAVIORAL SCIENCES
JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVI ORAL PHYSIOLOGY	BEHAVIORAL SCIENCES
JOURNAL OF COMPARATIVE PSYCHOLOGY	BEHAVIORAL SCIENCES
JOURNAL OF DEVELOPMENTAL AND BEHAVIORAL PEDIATRICS	BEHAVIORAL SCIENCES
JOURNAL OF ECT	BEHAVIORAL SCIENCES
JOURNAL OF ETHOLOGY	BEHAVIORAL SCIENCES
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION	BEHAVIORAL SCIENCES
JOURNAL OF THE EXPERIMENTAL ANALYSIS OF BEHAVIOR	BEHAVIORAL SCIENCES
JOURNAL OF VETERINARY BEHAVIOR-CLINICAL APPLICATIONS AND RESEARCH	BEHAVIORAL SCIENCES
LANGUAGE COGNITION AND NEUROSCIENCE	BEHAVIORAL SCIENCES
LEARNING & BEHAVIOR	BEHAVIORAL SCIENCES
NEUROBIOLOGY OF LEARNING AND MEMORY	BEHAVIORAL SCIENCES
NEUROPSYCHOLOGIA	BEHAVIORAL SCIENCES
NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS	BEHAVIORAL SCIENCES
PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR	BEHAVIORAL SCIENCES
PHYSIOLOGY & BEHAVIOR	BEHAVIORAL SCIENCES
STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS	BEHAVIORAL SCIENCES
TRENDS IN COGNITIVE SCIENCES	BEHAVIORAL SCIENCES
ACS SYNTHETIC BIOLOGY	BIOCHEMICAL RESEARCH METHODS
ACTA CRYSTALLOGRAPHICA SECTION D-STRUCTURAL BIOLOGY	BIOCHEMICAL RESEARCH METHODS
ACTA CRYSTALLOGRAPHICA SECTION F-STRUCTURAL BIOLOGY COMMUNICATIONS	BIOCHEMICAL RESEARCH METHODS
ALGORITHMS FOR MOLECULAR BIOLOGY	BIOCHEMICAL RESEARCH METHODS
ANALYTICAL AND BIOANALYTICAL CHEMISTRY	BIOCHEMICAL RESEARCH METHODS
ANALYTICAL BIOCHEMISTRY	BIOCHEMICAL RESEARCH METHODS
ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES	BIOCHEMICAL RESEARCH METHODS
BIOANALYSIS	BIOCHEMICAL RESEARCH METHODS
BIOCHIP JOURNAL	BIOCHEMICAL RESEARCH METHODS
BIOCONJUGATE CHEMISTRY	BIOCHEMICAL RESEARCH METHODS
BIOINFORMATICS	BIOCHEMICAL RESEARCH METHODS
BIOLOGICAL PROCEDURES ONLINE	BIOCHEMICAL RESEARCH METHODS
BIOLOGICALS	BIOCHEMICAL RESEARCH METHODS
BIOMEDICAL CHROMATOGRAPHY	BIOCHEMICAL RESEARCH METHODS
BIOMEDICAL OPTICS EXPRESS	BIOCHEMICAL RESEARCH METHODS
BIOMICROFLUIDICS	BIOCHEMICAL RESEARCH METHODS
BIOTECHNIQUES	BIOCHEMICAL RESEARCH METHODS
BIOTECHNOLOGY JOURNAL	BIOCHEMICAL RESEARCH METHODS
BMC BIOINFORMATICS	BIOCHEMICAL RESEARCH METHODS
BRIEFINGS IN BIOINFORMATICS	BIOCHEMICAL RESEARCH METHODS
CHROMATOGRAPHIA	BIOCHEMICAL RESEARCH METHODS
CLINICAL PROTEOMICS	BIOCHEMICAL RESEARCH METHODS
COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING	BIOCHEMICAL RESEARCH METHODS
CURRENT BIOINFORMATICS	BIOCHEMICAL RESEARCH METHODS
CURRENT OPINION IN BIOTECHNOLOGY	BIOCHEMICAL RESEARCH METHODS
CURRENT PROTEOMICS	BIOCHEMICAL RESEARCH METHODS
CYTOMETRY PART A	BIOCHEMICAL RESEARCH METHODS
DRUG TESTING AND ANALYSIS	BIOCHEMICAL RESEARCH METHODS
ELECTROPHORESIS	BIOCHEMICAL RESEARCH METHODS
EXPERT REVIEW OF PROTEOMICS	BIOCHEMICAL RESEARCH METHODS
IEEE TRANSACTIONS ON NANOBIOSCIENCE	BIOCHEMICAL RESEARCH METHODS
IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS	BIOCHEMICAL RESEARCH METHODS
IET NANOBIOTECHNOLOGY	BIOCHEMICAL RESEARCH METHODS
JOURNAL OF BIOLOGICAL ENGINEERING	BIOCHEMICAL RESEARCH METHODS
JOURNAL OF BIOMEDICAL OPTICS	BIOCHEMICAL RESEARCH METHODS
JOURNAL OF BIOPHOTONICS	BIOCHEMICAL RESEARCH METHODS
JOURNAL OF BREATH RESEARCH	BIOCHEMICAL RESEARCH METHODS
JOURNAL OF CHROMATOGRAPHIC SCIENCE	BIOCHEMICAL RESEARCH METHODS
JOURNAL OF CHROMATOGRAPHY A	BIOCHEMICAL RESEARCH METHODS
JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND L IFE SCIENCES	BIOCHEMICAL RESEARCH METHODS
JOURNAL OF COMPUTATIONAL BIOLOGY	BIOCHEMICAL RESEARCH METHODS
JOURNAL OF FLUORESCENCE	BIOCHEMICAL RESEARCH METHODS
JOURNAL OF IMMUNOLOGICAL METHODS	BIOCHEMICAL RESEARCH METHODS
JOURNAL OF LABELLED COMPOUNDS & RADIOPHARMACEUTICALS	BIOCHEMICAL RESEARCH METHODS
JOURNAL OF LIQUID CHROMATOGRAPHY & RELATED TECHNOLOGIES	BIOCHEMICAL RESEARCH METHODS
JOURNAL OF MAGNETIC RESONANCE	BIOCHEMICAL RESEARCH METHODS
JOURNAL OF MASS SPECTROMETRY	BIOCHEMICAL RESEARCH METHODS
JOURNAL OF MICROBIOLOGICAL METHODS	BIOCHEMICAL RESEARCH METHODS
JOURNAL OF MOLECULAR GRAPHICS & MODELLING	BIOCHEMICAL RESEARCH METHODS
JOURNAL OF NEUROSCIENCE METHODS	BIOCHEMICAL RESEARCH METHODS
JOURNAL OF PROTEOME RESEARCH	BIOCHEMICAL RESEARCH METHODS
JOURNAL OF PROTEOMICS	BIOCHEMICAL RESEARCH METHODS
JOURNAL OF SPECTROSCOPY	BIOCHEMICAL RESEARCH METHODS
JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY	BIOCHEMICAL RESEARCH METHODS
JOURNAL OF VIROLOGICAL METHODS	BIOCHEMICAL RESEARCH METHODS
LAB ON A CHIP	BIOCHEMICAL RESEARCH METHODS
METHODS	BIOCHEMICAL RESEARCH METHODS
METHODS IN ENZYMOLOGY	BIOCHEMICAL RESEARCH METHODS
METHODS IN MICROBIOLOGY	BIOCHEMICAL RESEARCH METHODS
MOLECULAR & CELLULAR PROTEOMICS	BIOCHEMICAL RESEARCH METHODS
MOLECULAR AND CELLULAR PROBES	BIOCHEMICAL RESEARCH METHODS
MOLECULAR IMAGING	BIOCHEMICAL RESEARCH METHODS
NATURE METHODS	BIOCHEMICAL RESEARCH METHODS
NATURE PROTOCOLS	BIOCHEMICAL RESEARCH METHODS
NEW BIOTECHNOLOGY	BIOCHEMICAL RESEARCH METHODS
PHYTOCHEMICAL ANALYSIS	BIOCHEMICAL RESEARCH METHODS
PLANT METHODS	BIOCHEMICAL RESEARCH METHODS
PLANT MOLECULAR BIOLOGY REPORTER	BIOCHEMICAL RESEARCH METHODS
PLOS COMPUTATIONAL BIOLOGY	BIOCHEMICAL RESEARCH METHODS
PREPARATIVE BIOCHEMISTRY & BIOTECHNOLOGY	BIOCHEMICAL RESEARCH METHODS
PROTEIN EXPRESSION AND PURIFICATION	BIOCHEMICAL RESEARCH METHODS
PROTEOME SCIENCE	BIOCHEMICAL RESEARCH METHODS
PROTEOMICS	BIOCHEMICAL RESEARCH METHODS
PROTEOMICS CLINICAL APPLICATIONS	BIOCHEMICAL RESEARCH METHODS
RAPID COMMUNICATIONS IN MASS SPECTROMETRY	BIOCHEMICAL RESEARCH METHODS
SLAS DISCOVERY	BIOCHEMICAL RESEARCH METHODS
SLAS TECHNOLOGY	BIOCHEMICAL RESEARCH METHODS
TRANSGENIC RESEARCH	BIOCHEMICAL RESEARCH METHODS
ACS CHEMICAL BIOLOGY	BIOCHEMISTRY & MOLECULAR BIOLOGY
ACS CHEMICAL NEUROSCIENCE	BIOCHEMISTRY & MOLECULAR BIOLOGY
ACTA BIOCHIMICA ET BIOPHYSICA SINICA	BIOCHEMISTRY & MOLECULAR BIOLOGY
ACTA BIOCHIMICA POLONICA	BIOCHEMISTRY & MOLECULAR BIOLOGY
ACTA CRYSTALLOGRAPHICA SECTION D-STRUCTURAL BIOLOGY	BIOCHEMISTRY & MOLECULAR BIOLOGY
ACTA CRYSTALLOGRAPHICA SECTION F-STRUCTURAL BIOLOGY COMMUNICATIONS	BIOCHEMISTRY & MOLECULAR BIOLOGY
ADDICTION BIOLOGY	BIOCHEMISTRY & MOLECULAR BIOLOGY
ADVANCES IN CARBOHYDRATE CHEMISTRY AND BIOCHEMISTRY	BIOCHEMISTRY & MOLECULAR BIOLOGY
ADVANCES IN MICROBIAL PHYSIOLOGY	BIOCHEMISTRY & MOLECULAR BIOLOGY
ADVANCES IN PROTEIN CHEMISTRY AND STRUCTURAL BIOLOGY	BIOCHEMISTRY & MOLECULAR BIOLOGY
AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY	BIOCHEMISTRY & MOLECULAR BIOLOGY
AMINO ACIDS	BIOCHEMISTRY & MOLECULAR BIOLOGY
AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS	BIOCHEMISTRY & MOLECULAR BIOLOGY
ANALYTICAL BIOCHEMISTRY	BIOCHEMISTRY & MOLECULAR BIOLOGY
ANNUAL REVIEW OF BIOCHEMISTRY	BIOCHEMISTRY & MOLECULAR BIOLOGY
ANTIOXIDANTS & REDOX SIGNALING	BIOCHEMISTRY & MOLECULAR BIOLOGY
APOPTOSIS	BIOCHEMISTRY & MOLECULAR BIOLOGY
APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY	BIOCHEMISTRY & MOLECULAR BIOLOGY
ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS	BIOCHEMISTRY & MOLECULAR BIOLOGY
ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY	BIOCHEMISTRY & MOLECULAR BIOLOGY
BIOCATALYSIS AND BIOTRANSFORMATION	BIOCHEMISTRY & MOLECULAR BIOLOGY
BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS	BIOCHEMISTRY & MOLECULAR BIOLOGY
BIOCHEMICAL GENETICS	BIOCHEMISTRY & MOLECULAR BIOLOGY
BIOCHEMICAL JOURNAL	BIOCHEMISTRY & MOLECULAR BIOLOGY
BIOCHEMICAL SOCIETY TRANSACTIONS	BIOCHEMISTRY & MOLECULAR BIOLOGY
BIOCHEMICAL SYSTEMATICS AND ECOLOGY	BIOCHEMISTRY & MOLECULAR BIOLOGY
BIOCHEMISTRY	BIOCHEMISTRY & MOLECULAR BIOLOGY
BIOCHEMISTRY AND CELL BIOLOGY	BIOCHEMISTRY & MOLECULAR BIOLOGY
BIOCHEMISTRY AND MOLECULAR BIOLOGY EDUCATION	BIOCHEMISTRY & MOLECULAR BIOLOGY
